0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0.0,0.4999978270748566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24107922639461576,0.0,0.0,0.11282817386729466,0.5019772860743655,0.24107922639461576,0.0010387951515149207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010387951515149207,0.11282817386729466,0.0,0.0,0.0,0.0,0.0
0.0,0.25024864670730906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2551346232826922,0.0,0.0,0.11582921407793595,0.5020146132006927,0.2551346232826922,0.0036161885111818393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036161885111818393,0.11582921407793595,0.0,0.0,0.0,0.0,0.0
0.0,0.25026321856663847,0.0,0.0,0.0,0.0,0.43197993629111925,0.0,0.0,0.0,0.3581704715992059,0.0,0.0,0.11681649256611654,0.0043195957831188014,0.3581704715992059,0.004578046270178049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004578046270178049,0.11681649256611654,0.0,0.0,0.0,0.0,0.0
0.0,0.2507442262110713,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34491045840374623,0.0,0.0,0.11663289946007116,0.5024377844413576,0.34491045840374623,0.005200318718001862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005200318718001862,0.11663289946007116,0.0,0.0,0.0,0.0,0.0
0.0,0.2502413608687255,0.0,0.0,0.0,0.0,0.9997124988020786,0.0,0.0,0.0,0.405881589591481,0.0,0.0,0.11414720420200186,0.5020083918833608,0.405881589591481,0.003589501123223371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003589501123223371,0.11414720420200186,0.0,0.0,0.0,0.0,0.0
0.0,0.49996452246574874,0.0,0.0,0.0,0.0,0.9996750108329725,0.0,0.0,0.0,0.37977334034941446,0.0,0.0,0.11332059539726297,0.004269826696075896,0.37977334034941446,0.003136039455393702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003136039455393702,0.11332059539726297,0.0,0.0,0.0,0.0,0.0
0.0,0.5006058312526485,0.0,0.0,0.0,0.0,0.5678988676322635,0.0,0.0,0.0,0.33075164040989036,0.0,0.0,0.10972839528236578,0.5024315595970904,0.33075164040989036,7.881144417218322e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.881144417218322e-05,0.10972839528236578,0.0,0.0,0.0,0.0,0.0
0.0,0.4999978270748566,0.0,0.0,0.34182336277301356,0.0,0.0,0.0,0.0,0.0,0.353420947392297,0.0,0.0,0.10929779726691163,0.5019772860743655,0.353420947392297,0.0,0.0,0.0,0.20509401766380816,0.3571369048611088,0.11394112092433786,0.0,0.34182336277301356,0.0,0.34182336277301356,0.0,0.0,0.0,0.04584212587282566,0.0,0.05743438758779308,0.0,0.0,0.0,0.0,0.10929779726691163,0.0,0.0,0.0,0.0,0.34182336277301356
0.0,0.4999561964869226,0.0,0.0,0.3418162417199952,0.0,0.0,0.0,0.0,0.0,0.3132620694476552,0.0,0.0,0.11204556411451266,0.004265679496794128,0.3132620694476552,0.13517775543111035,0.47599301805603716,0.0,0.41017949006399435,0.3571294647879277,0.4557549889599937,0.47599301805603716,0.3418162417199952,0.0,0.3418162417199952,0.0,0.0,0.0,0.36672936691479563,0.47599301805603716,0.4594655286633647,0.0,0.0,0.0,0.13517775543111035,0.11204556411451266,0.0,0.0,0.0,0.0,0.3418162417199952
0.0,0.4986332477904911,0.0,0.0,0.6831798937325069,0.0,0.0,0.0,0.0,0.0,0.33422799554196636,0.0,0.0,0.11286202456300265,0.5009577334772043,0.33422799554196636,0.14518816817046196,0.4756778932689261,0.0,0.6148619043592563,0.7851646704449747,0.5693165781104224,0.4756778932689261,0.6831798937325069,0.0,0.6831798937325069,0.0,0.0,0.0,0.3664865786609923,0.4756778932689261,0.4591613456787146,0.0,0.0,0.0,0.14518816817046196,0.11286202456300265,0.0,0.0,0.0,0.0,0.6831798937325069
